Gene Name	Gene Start (bp)	Gene End (bp)	Chromosome Name	Strand
evm.TU.scaffold_1041.12	239461	242648	original_scaffold_1041	1
evm.TU.scaffold_1041.1	26844	30301	original_scaffold_1041	-1
evm.TU.scaffold_1041.13	246323	246847	original_scaffold_1041	-1
evm.TU.scaffold_104.11	35182785	35183940	chr5	1
evm.TU.scaffold_1041.14	286074	287985	original_scaffold_1041	-1
evm.TU.scaffold_1041.15	291534	293166	original_scaffold_1041	-1
evm.TU.scaffold_1041.2	37752	40381	original_scaffold_1041	-1
evm.TU.scaffold_104.13	35227480	35232129	chr5	1
evm.TU.scaffold_1041.3	58813	59358	original_scaffold_1041	-1
evm.TU.scaffold_1041.4	60867	68957	original_scaffold_1041	-1
evm.TU.scaffold_104.15	35277213	35282742	chr5	1
evm.TU.scaffold_1041.5	86642	87190	original_scaffold_1041	-1
evm.TU.scaffold_104.16	35287946	35291119	chr5	1
evm.TU.scaffold_1041.7	117645	118214	original_scaffold_1041	-1
evm.TU.scaffold_104.17	35302934	35312146	chr5	-1
evm.TU.scaffold_1041.8	179613	188755	original_scaffold_1041	1
evm.TU.scaffold_1041.9	189319	193102	original_scaffold_1041	1
evm.TU.scaffold_104.20	35394645	35411964	chr5	-1
evm.TU.scaffold_104.21	35432969	35433424	chr5	-1
evm.TU.scaffold_1042.2	24530	24910	original_scaffold_1042	-1
evm.TU.scaffold_104.22	35452182	35452778	chr5	1
evm.TU.scaffold_104.23	35452811	35462122	chr5	1
evm.TU.scaffold_1042.3	39570	59992	original_scaffold_1042	-1
evm.TU.scaffold_104.2	34978261	34978650	chr5	1
evm.TU.scaffold_104.24	35472085	35480552	chr5	1
evm.TU.scaffold_104.25	35504697	35513355	chr5	-1
evm.TU.scaffold_104.27	35556622	35557077	chr5	-1
evm.TU.scaffold_104.28	35578675	35582840	chr5	1
evm.TU.scaffold_104.29	35592529	35600982	chr5	1
evm.TU.scaffold_1043.10	78613761	78622357	chr4	-1
evm.TU.scaffold_1043.11	78714786	78721527	chr4	1
evm.TU.scaffold_1043.12	78729797	78737414	chr4	1
evm.TU.scaffold_104.32	35662203	35662541	chr5	1
evm.TU.scaffold_104.33	35662578	35673038	chr5	1
evm.TU.scaffold_104.3	34995392	35004462	chr5	1
evm.TU.scaffold_104.34	35723261	35753019	chr5	-1
evm.TU.scaffold_104.37	36047949	36056024	chr5	-1
evm.TU.scaffold_1043.7	78445057	78476417	chr4	-1
evm.TU.scaffold_104.38	36086323	36089495	chr5	1
evm.TU.scaffold_1043.8	78507442	78531038	chr4	1
evm.TU.scaffold_104.39	36091214	36091522	chr5	1
evm.TU.scaffold_1043.9	78545074	78584530	chr4	1
evm.TU.scaffold_104.41	36217073	36219098	chr5	-1
evm.TU.scaffold_104.42	36315080	36320009	chr5	1
evm.TU.scaffold_104.43	36322267	36329444	chr5	-1
evm.TU.scaffold_104.4	35007136	35012278	chr5	1
evm.TU.scaffold_104.44	36330513	36367802	chr5	-1
evm.TU.scaffold_104.45	36386096	36395258	chr5	1
evm.TU.scaffold_104.46	36396572	36405284	chr5	1
evm.TU.scaffold_1046.1	26320122	26331764	chr9	-1
evm.TU.scaffold_104.6	35017861	35024934	chr5	1
evm.TU.scaffold_1046.4	26418144	26426554	chr9	1
evm.TU.scaffold_1046.7	26496873	26504278	chr9	-1
evm.TU.scaffold_1046.8	26511262	26514519	chr9	-1
evm.TU.scaffold_104.7	35064308	35077388	chr5	1
evm.TU.scaffold_1048.10	104311113	104318813	chr4	1
evm.TU.scaffold_1048.1	104616272	104622330	chr4	-1
evm.TU.scaffold_1048.11	104279304	104289816	chr4	-1
evm.TU.scaffold_1048.13	104254425	104272363	chr4	1
evm.TU.scaffold_1048.14	104237901	104241404	chr4	-1
evm.TU.scaffold_1048.15	104213219	104223081	chr4	-1
evm.TU.scaffold_1048.16	104188424	104209040	chr4	1
evm.TU.scaffold_1048.17	104177299	104181378	chr4	-1
evm.TU.scaffold_1048.18	104168081	104176315	chr4	1
evm.TU.scaffold_1048.19	104155495	104165139	chr4	1
evm.TU.scaffold_1048.20	104141629	104152681	chr4	1
evm.TU.scaffold_1048.2	104564093	104584654	chr4	1
evm.TU.scaffold_1048.21	104080992	104132099	chr4	1
evm.TU.scaffold_1048.22	104072848	104073473	chr4	-1
evm.TU.scaffold_1048.23	104052023	104053111	chr4	1
evm.TU.scaffold_1048.3	104547377	104558275	chr4	-1
evm.TU.scaffold_104.8	35108253	35109830	chr5	1
evm.TU.scaffold_1048.4	104526879	104527620	chr4	-1
evm.TU.scaffold_1048.5	104515766	104523469	chr4	1
evm.TU.scaffold_1048.6	104449757	104470981	chr4	1
evm.TU.scaffold_1048.7	104373492	104442174	chr4	-1
evm.TU.scaffold_1048.8	104433850	104434293	chr4	-1
evm.TU.scaffold_1048.9	104349347	104425053	chr4	1
evm.TU.scaffold_104.9	35114171	35158878	chr5	-1
evm.TU.scaffold_105.10	58490055	58517769	chr1	1
evm.TU.scaffold_1051.1	91094936	91095391	chr6	1
evm.TU.scaffold_105.12	58399625	58468845	chr1	-1
evm.TU.scaffold_1051.2	91094115	91094474	chr6	1
evm.TU.scaffold_105.13	58388504	58388950	chr1	-1
evm.TU.scaffold_1051.3	91084937	91093690	chr6	1
evm.TU.scaffold_105.14	58377532	58387109	chr1	-1
evm.TU.scaffold_1051.4	91035979	91038540	chr6	-1
evm.TU.scaffold_105.15	58342399	58354774	chr1	-1
evm.TU.scaffold_1051.5	91034652	91035182	chr6	-1
evm.TU.scaffold_105.17	57742633	57743127	chr1	-1
evm.TU.scaffold_105.18	57700291	57729665	chr1	-1
evm.TU.scaffold_105.19	57390634	57432037	chr1	-1
evm.TU.scaffold_1052.1	35736228	35738451	chr9	-1
evm.TU.scaffold_105.21	57218230	57219977	chr1	-1
evm.TU.scaffold_1052.2	35735687	35735989	chr9	-1
evm.TU.scaffold_105.22	56903466	56904090	chr1	-1
evm.TU.scaffold_1052.3	35708323	35708515	chr9	-1
evm.TU.scaffold_105.23	56880615	56882550	chr1	1
evm.TU.scaffold_1052.4	35616045	35641242	chr9	-1
evm.TU.scaffold_1052.5	35535042	35536944	chr9	1
evm.TU.scaffold_1052.6	35482456	35515385	chr9	1
evm.TU.scaffold_1052.7	35402407	35429034	chr9	1
evm.TU.scaffold_1052.8	35353755	35387061	chr9	1
evm.TU.scaffold_105.28	56205666	56207599	chr1	-1
evm.TU.scaffold_105.29	56110816	56169657	chr1	-1
evm.TU.scaffold_105.30	56008718	56050969	chr1	1
evm.TU.scaffold_105.31	55971564	55972043	chr1	1
evm.TU.scaffold_105.32	55949217	55971033	chr1	-1
evm.TU.scaffold_105.33	55830471	55878259	chr1	1
evm.TU.scaffold_105.35	55769597	55774727	chr1	-1
evm.TU.scaffold_105.36	55727760	55763785	chr1	1
evm.TU.scaffold_105.37	55709897	55726189	chr1	-1
evm.TU.scaffold_105.38	55664754	55667101	chr1	-1
evm.TU.scaffold_105.39	55583005	55612380	chr1	1
evm.TU.scaffold_105.40	55511391	55511879	chr1	-1
evm.TU.scaffold_1054.1	4788	6437	original_scaffold_1054	1
evm.TU.scaffold_105.41	55462645	55468507	chr1	1
evm.TU.scaffold_1054.2	10316	10995	original_scaffold_1054	-1
evm.TU.scaffold_105.42	55453355	55453789	chr1	-1
evm.TU.scaffold_1054.3	40552	40884	original_scaffold_1054	-1
evm.TU.scaffold_105.44	55220856	55276413	chr1	-1
evm.TU.scaffold_1054.5	48644	48964	original_scaffold_1054	1
evm.TU.scaffold_105.45	55140281	55219607	chr1	1
evm.TU.scaffold_105.46	55017490	55018122	chr1	-1
evm.TU.scaffold_105.47	54986446	54986739	chr1	1
evm.TU.scaffold_105.49	54804376	54850026	chr1	-1
evm.TU.scaffold_105.50	54668038	54751798	chr1	-1
evm.TU.scaffold_1055.10	53809056	53811790	chr12	1
evm.TU.scaffold_1055.11	53730096	53749580	chr12	1
evm.TU.scaffold_1055.12	53722918	53723771	chr12	-1
evm.TU.scaffold_1055.13	53713808	53714212	chr12	-1
evm.TU.scaffold_1055.14	53687213	53703371	chr12	1
evm.TU.scaffold_1055.1	54395080	54409467	chr12	1
evm.TU.scaffold_105.51	54565374	54570497	chr1	1
evm.TU.scaffold_1055.15	53659554	53669016	chr12	-1
evm.TU.scaffold_1055.16	53646785	53654193	chr12	-1
evm.TU.scaffold_1055.17	53618270	53619169	chr12	1
evm.TU.scaffold_1055.18	53553623	53561085	chr12	-1
evm.TU.scaffold_1055.19	53526525	53529893	chr12	-1
evm.TU.scaffold_1055.20	53522034	53522919	chr12	1
evm.TU.scaffold_1055.21	53466490	53477999	chr12	-1
evm.TU.scaffold_1055.22	53455469	53463669	chr12	-1
evm.TU.scaffold_1055.23	53453729	53454291	chr12	-1
evm.TU.scaffold_1055.24	53445558	53451432	chr12	-1
evm.TU.scaffold_1055.2	54333390	54357635	chr12	1
evm.TU.scaffold_1055.25	53432336	53443785	chr12	-1
evm.TU.scaffold_1055.26	53414438	53431268	chr12	1
evm.TU.scaffold_1055.27	53397824	53411945	chr12	1
evm.TU.scaffold_1055.28	53358028	53365748	chr12	-1
evm.TU.scaffold_1055.29	53327757	53336148	chr12	-1
evm.TU.scaffold_1055.30	53320852	53324035	chr12	1
evm.TU.scaffold_1055.6	54103832	54116000	chr12	-1
evm.TU.scaffold_1055.7	53912333	53912557	chr12	-1
evm.TU.scaffold_1055.8	53909858	53910520	chr12	-1
evm.TU.scaffold_1055.9	53844802	53855832	chr12	1
evm.TU.scaffold_1056.10	71086827	71088098	chr4	1
evm.TU.scaffold_1056.11	71093702	71094112	chr4	1
evm.TU.scaffold_1056.1	70286210	70287794	chr4	-1
evm.TU.scaffold_1056.2	70447407	70455831	chr4	-1
evm.TU.scaffold_1056.3	70488804	70489214	chr4	1
evm.TU.scaffold_1056.4	70683072	70683591	chr4	1
evm.TU.scaffold_1056.5	70713242	70737490	chr4	1
evm.TU.scaffold_1056.6	70824240	70838550	chr4	1
evm.TU.scaffold_1056.7	70894503	70895365	chr4	1
evm.TU.scaffold_1056.8	70923914	70940554	chr4	-1
evm.TU.scaffold_1056.9	70987699	71027160	chr4	-1
evm.TU.scaffold_1057.1	51939588	51975907	chr5	1
evm.TU.scaffold_1057.2	51894455	51909075	chr5	-1
evm.TU.scaffold_1057.3	51881873	51893823	chr5	-1
evm.TU.scaffold_1057.4	51840484	51865020	chr5	-1
evm.TU.scaffold_1057.5	51834145	51835610	chr5	-1
evm.TU.scaffold_1057.6	51827301	51828029	chr5	1
evm.TU.scaffold_1059.1	133	2993	original_scaffold_1059	1
evm.TU.scaffold_1059.2	5613	29580	original_scaffold_1059	-1
evm.TU.scaffold_1061.1	48434	161087	original_scaffold_1061	1
evm.TU.scaffold_1062.1	35106658	35109669	chr4	1
evm.TU.scaffold_1063.1	57654387	57660338	chr2	1
evm.TU.scaffold_1063.2	57723832	57726156	chr2	1
evm.TU.scaffold_1063.4	57864881	57884537	chr2	1
evm.TU.scaffold_1067.10	22640269	22642469	chr10	-1
evm.TU.scaffold_1067.1	22882742	22899936	chr10	1
evm.TU.scaffold_1067.14	22610647	22613208	chr10	-1
evm.TU.scaffold_1067.15	22606404	22609275	chr10	1
evm.TU.scaffold_1067.18	22568121	22573575	chr10	-1
evm.TU.scaffold_1067.20	22540320	22542381	chr10	1
evm.TU.scaffold_1067.21	22537864	22539371	chr10	1
evm.TU.scaffold_1067.22	22488644	22535961	chr10	1
evm.TU.scaffold_1067.2	22860083	22864230	chr10	-1
evm.TU.scaffold_1067.23	22465080	22477074	chr10	-1
evm.TU.scaffold_1067.24	22450816	22452684	chr10	-1
evm.TU.scaffold_1067.25	22447424	22449328	chr10	1
evm.TU.scaffold_1067.26	22420401	22426053	chr10	1
evm.TU.scaffold_1067.27	22409797	22410984	chr10	1
evm.TU.scaffold_1067.30	22381872	22384162	chr10	1
evm.TU.scaffold_1067.3	22848558	22856977	chr10	1
evm.TU.scaffold_1067.33	22364489	22365004	chr10	1
evm.TU.scaffold_1067.34	22363735	22364454	chr10	1
evm.TU.scaffold_1067.5	22782774	22791688	chr10	-1
evm.TU.scaffold_1067.6	22761983	22765132	chr10	1
evm.TU.scaffold_1068.1	2232	12002	original_scaffold_1068	1
evm.TU.scaffold_1068.3	32219	52683	original_scaffold_1068	1
evm.TU.scaffold_1069.4	124691311	124692138	chr3	-1
evm.TU.scaffold_1069.6	124774856	124780674	chr3	-1
evm.TU.scaffold_1070.10	27690067	27690828	chr9	-1
evm.TU.scaffold_1070.12	27644169	27648985	chr9	1
evm.TU.scaffold_1070.13	27623657	27641530	chr9	1
evm.TU.scaffold_1070.16	27579294	27580103	chr9	1
evm.TU.scaffold_1070.29	27383119	27383457	chr9	-1
evm.TU.scaffold_1070.30	27378858	27380067	chr9	1
evm.TU.scaffold_1070.32	27328392	27356510	chr9	-1
evm.TU.scaffold_1070.3	27776554	27777033	chr9	1
evm.TU.scaffold_1070.33	27313817	27320621	chr9	-1
evm.TU.scaffold_1070.4	27769821	27774319	chr9	-1
evm.TU.scaffold_1070.5	27722421	27735923	chr9	-1
evm.TU.scaffold_1070.7	27711554	27712668	chr9	-1
evm.TU.scaffold_1070.8	27704889	27706970	chr9	1
evm.TU.scaffold_1070.9	27690926	27691603	chr9	-1
evm.TU.scaffold_107.10	24758949	24769719	chr5	-1
evm.TU.scaffold_107.11	24743880	24750489	chr5	-1
evm.TU.scaffold_1071.1	5911	6224	original_scaffold_1071	1
evm.TU.scaffold_107.13	24709833	24722877	chr5	-1
evm.TU.scaffold_107.14	24701543	24709275	chr5	-1
evm.TU.scaffold_107.15	24627166	24628602	chr5	1
evm.TU.scaffold_107.16	24598431	24599136	chr5	-1
evm.TU.scaffold_107.18	24582627	24593012	chr5	1
evm.TU.scaffold_107.20	24513688	24518463	chr5	-1
evm.TU.scaffold_1072.10	39223745	39224322	chr7	-1
evm.TU.scaffold_1072.11	39277312	39294622	chr7	1
evm.TU.scaffold_1072.12	39297209	39306984	chr7	-1
evm.TU.scaffold_107.21	24499662	24508516	chr5	-1
evm.TU.scaffold_1072.13	39368431	39368757	chr7	-1
evm.TU.scaffold_1072.16	39441373	39444256	chr7	1
evm.TU.scaffold_1072.17	39447890	39481046	chr7	1
evm.TU.scaffold_1072.22	39670386	39679601	chr7	-1
evm.TU.scaffold_1072.23	39683856	39707101	chr7	-1
evm.TU.scaffold_1072.2	39009018	39012446	chr7	-1
evm.TU.scaffold_1072.28	39764564	39777471	chr7	-1
evm.TU.scaffold_1072.29	39877745	39883821	chr7	1
evm.TU.scaffold_107.23	24457300	24472951	chr5	-1
evm.TU.scaffold_1072.33	39932182	39976888	chr7	1
evm.TU.scaffold_1072.34	39982268	40061935	chr7	-1
evm.TU.scaffold_1072.35_evm.TU.scaffold_1072.36	40082617	40109335	chr7	1
evm.TU.scaffold_1072.37	40112298	40142215	chr7	-1
evm.TU.scaffold_1072.45	40481530	40481748	chr7	-1
evm.TU.scaffold_1072.47	40494309	40498992	chr7	-1
evm.TU.scaffold_1072.6	39047498	39061781	chr7	-1
evm.TU.scaffold_107.28	24404933	24407899	chr5	-1
evm.TU.scaffold_1072.9	39132338	39136596	chr7	1
evm.TU.scaffold_1073.11	79964884	79972125	chr4	-1
evm.TU.scaffold_1073.14	80070244	80070504	chr4	-1
evm.TU.scaffold_1073.15	80103541	80113372	chr4	-1
evm.TU.scaffold_1073.19	80170262	80173204	chr4	-1
evm.TU.scaffold_1073.22	80316071	80319779	chr4	-1
evm.TU.scaffold_1073.23	80397299	80398487	chr4	-1
evm.TU.scaffold_1073.24	80481798	80483192	chr4	1
evm.TU.scaffold_107.3	24972936	24973865	chr5	-1
evm.TU.scaffold_1073.25	80488425	80500212	chr4	-1
evm.TU.scaffold_1073.26	80519476	80534751	chr4	1
evm.TU.scaffold_1073.27	80539580	80557378	chr4	1
evm.TU.scaffold_1073.28	80562765	80565990	chr4	1
evm.TU.scaffold_1073.29	80567585	80573495	chr4	-1
evm.TU.scaffold_1073.30	80587929	80592741	chr4	1
evm.TU.scaffold_1073.31	80597318	80606638	chr4	-1
evm.TU.scaffold_1073.32	80612707	80614643	chr4	-1
evm.TU.scaffold_1073.33	80641135	80645060	chr4	1
evm.TU.scaffold_1073.34	80645085	80645367	chr4	1
evm.TU.scaffold_107.35	24306730	24307419	chr5	1
evm.TU.scaffold_107.36	24276899	24302983	chr5	1
evm.TU.scaffold_107.37	24258765	24265236	chr5	1
evm.TU.scaffold_1073.7	79887184	79889745	chr4	-1
evm.TU.scaffold_107.38	24254116	24255294	chr5	1
evm.TU.scaffold_107.39	24232039	24233299	chr5	1
evm.TU.scaffold_1073.9	79917286	79919742	chr4	1
evm.TU.scaffold_107.40	24172741	24218088	chr5	1
evm.TU.scaffold_107.41	24154841	24162694	chr5	1
evm.TU.scaffold_107.42	24150076	24151258	chr5	1
evm.TU.scaffold_107.43	24137980	24138360	chr5	-1
evm.TU.scaffold_107.44	24134771	24137746	chr5	1
evm.TU.scaffold_107.45	24124947	24131721	chr5	1
evm.TU.scaffold_107.46	24052537	24064992	chr5	-1
evm.TU.scaffold_107.47	24043275	24048069	chr5	-1
evm.TU.scaffold_107.48	24042883	24043251	chr5	-1
evm.TU.scaffold_107.50	23921751	23929133	chr5	-1
evm.TU.scaffold_107.51	23920483	23921334	chr5	-1
evm.TU.scaffold_1075.17	295046	313198	original_scaffold_1075	1
evm.TU.scaffold_107.52	23905856	23911384	chr5	1
evm.TU.scaffold_1075.2	45628	50377	original_scaffold_1075	1
evm.TU.scaffold_1075.3	73821	94316	original_scaffold_1075	1
evm.TU.scaffold_1075.4	94334	94750	original_scaffold_1075	1
evm.TU.scaffold_107.55	23843896	23863459	chr5	1
evm.TU.scaffold_1075.5	96614	96943	original_scaffold_1075	-1
evm.TU.scaffold_107.56	23813051	23813548	chr5	1
evm.TU.scaffold_1075.6	97278	98239	original_scaffold_1075	-1
evm.TU.scaffold_1075.7	150558	151566	original_scaffold_1075	-1
evm.TU.scaffold_107.57	23812062	23812724	chr5	1
evm.TU.scaffold_107.58	23789761	23791463	chr5	-1
evm.TU.scaffold_107.59	23700156	23701097	chr5	-1
evm.TU.scaffold_107.60	23667151	23674611	chr5	1
evm.TU.scaffold_107.61	23633024	23633758	chr5	-1
evm.TU.scaffold_107.64	23568276	23596614	chr5	1
evm.TU.scaffold_107.66	23532795	23554467	chr5	1
evm.TU.scaffold_107.7	24795618	24810246	chr5	-1
evm.TU.scaffold_1078.1	4737	8045	original_scaffold_1078	-1
evm.TU.scaffold_1078.2	15280	15732	original_scaffold_1078	-1
evm.TU.scaffold_107.8	24786130	24786610	chr5	-1
evm.TU.scaffold_1078.3	16109	16694	original_scaffold_1078	1
evm.TU.scaffold_1079.1	13111	20960	original_scaffold_1079	-1
evm.TU.scaffold_107.9	24778035	24779480	chr5	1
evm.TU.scaffold_1079.2	48216	50288	original_scaffold_1079	-1
evm.TU.scaffold_1080.2	45556492	45560522	chr11	1
evm.TU.scaffold_1080.8	45481973	45483607	chr11	1
evm.TU.scaffold_1080.9	45481531	45481968	chr11	1
evm.TU.scaffold_1082.10	29828405	29830200	chr11	1
evm.TU.scaffold_1082.11	29892458	29940210	chr11	-1
evm.TU.scaffold_1082.12	29943257	29943775	chr11	-1
evm.TU.scaffold_1082.1	29425301	29425866	chr11	-1
evm.TU.scaffold_1082.13	29950579	29951261	chr11	1
evm.TU.scaffold_1082.14	29952630	29952949	chr11	1
evm.TU.scaffold_1082.2	29452037	29460830	chr11	1
evm.TU.scaffold_1082.4	29479837	29480313	chr11	-1
evm.TU.scaffold_1082.6	29536035	29537837	chr11	-1
evm.TU.scaffold_1082.7	29539174	29539650	chr11	-1
evm.TU.scaffold_1082.8	29691950	29696192	chr11	1
evm.TU.scaffold_1082.9	29760054	29761882	chr11	-1
evm.TU.scaffold_1083.1	16728089	16729094	chr6	-1
evm.TU.scaffold_1083.3	16604093	16604617	chr6	-1
evm.TU.scaffold_1083.4	16548129	16548393	chr6	-1
evm.TU.scaffold_1083.5	16296716	16305809	chr6	1
evm.TU.scaffold_1083.6	16292674	16295054	chr6	1
evm.TU.scaffold_1083.7	16247428	16250020	chr6	1
evm.TU.scaffold_1084.1	59784083	59784442	chr1	-1
evm.TU.scaffold_1084.2	59835041	59842258	chr1	-1
evm.TU.scaffold_1084.3	59842496	59847453	chr1	-1
evm.TU.scaffold_1086.1	6734	79740	original_scaffold_1086	-1
evm.TU.scaffold_1086.3	189298	190818	original_scaffold_1086	-1
evm.TU.scaffold_1087.1	47587508	47588921	chr11	-1
evm.TU.scaffold_1087.2	47583949	47585187	chr11	-1
evm.TU.scaffold_1087.3	47555627	47578421	chr11	1
evm.TU.scaffold_1087.4	47466905	47468335	chr11	1
evm.TU.scaffold_1087.5	47452822	47458980	chr11	1
evm.TU.scaffold_1088.1	39411457	39413017	chr12	-1
evm.TU.scaffold_1088.2	39632140	39632458	chr12	1
evm.TU.scaffold_109.10	4208466	4255375	chr4	1
evm.TU.scaffold_1091.1	29256597	29264399	chr12	1
evm.TU.scaffold_109.11	4174461	4178702	chr4	1
evm.TU.scaffold_1091.2	29379079	29415259	chr12	1
evm.TU.scaffold_109.12	4147750	4171180	chr4	1
evm.TU.scaffold_1091.3	29429568	29433156	chr12	-1
evm.TU.scaffold_109.13	4097729	4131981	chr4	1
evm.TU.scaffold_1091.4	29531340	29532568	chr12	1
evm.TU.scaffold_109.1	4361439	4367048	chr4	-1
evm.TU.scaffold_109.14	4065580	4065930	chr4	-1
evm.TU.scaffold_109.15	4018314	4031875	chr4	1
evm.TU.scaffold_109.16	3938183	3961710	chr4	1
evm.TU.scaffold_109.17	3895310	3906372	chr4	1
evm.TU.scaffold_109.19	3830172	3838753	chr4	-1
evm.TU.scaffold_109.20	3801184	3817692	chr4	-1
evm.TU.scaffold_1092.10	10199503	10213924	chr4	1
evm.TU.scaffold_1092.1	10520062	10558125	chr4	-1
evm.TU.scaffold_1092.11	10153512	10193306	chr4	1
evm.TU.scaffold_1092.12	10123671	10132367	chr4	-1
evm.TU.scaffold_1092.13	10027527	10119809	chr4	1
evm.TU.scaffold_109.21	3798819	3799240	chr4	1
evm.TU.scaffold_1092.14	9989833	9995019	chr4	-1
evm.TU.scaffold_1092.15	9969625	9982281	chr4	-1
evm.TU.scaffold_1092.16	9942331	9957015	chr4	-1
evm.TU.scaffold_1092.17	9936363	9938841	chr4	1
evm.TU.scaffold_1092.18	9903086	9905025	chr4	-1
evm.TU.scaffold_1092.19	9889943	9901109	chr4	-1
evm.TU.scaffold_1092.20	9881540	9885799	chr4	-1
evm.TU.scaffold_1092.2	10483342	10514411	chr4	1
evm.TU.scaffold_1092.21	9873198	9876904	chr4	1
evm.TU.scaffold_1092.22	9840092	9844728	chr4	-1
evm.TU.scaffold_109.22	3797484	3797795	chr4	-1
evm.TU.scaffold_1092.23	9829136	9834907	chr4	-1
evm.TU.scaffold_1092.24	9826069	9827854	chr4	1
evm.TU.scaffold_1092.25	9818980	9821044	chr4	-1
evm.TU.scaffold_1092.26	9810872	9816643	chr4	1
evm.TU.scaffold_1092.27	9792483	9805420	chr4	1
evm.TU.scaffold_1092.28	9742174	9757863	chr4	-1
evm.TU.scaffold_1092.29	9739913	9740724	chr4	-1
evm.TU.scaffold_1092.30	9706749	9738235	chr4	1
evm.TU.scaffold_1092.3	10442927	10451149	chr4	-1
evm.TU.scaffold_1092.31	9667444	9703844	chr4	-1
evm.TU.scaffold_1092.32	9651418	9655888	chr4	-1
evm.TU.scaffold_109.23	3740487	3743021	chr4	-1
evm.TU.scaffold_1092.33	9602500	9620551	chr4	-1
evm.TU.scaffold_1092.34	9595709	9600278	chr4	1
evm.TU.scaffold_1092.35	9533340	9583910	chr4	-1
evm.TU.scaffold_1092.36	9519579	9520055	chr4	-1
evm.TU.scaffold_1092.37	9500053	9501182	chr4	-1
evm.TU.scaffold_1092.38	9474044	9476226	chr4	-1
evm.TU.scaffold_1092.39_evm.TU.scaffold_1092.40	9447052	9466860	chr4	-1
evm.TU.scaffold_1092.4	10413106	10430161	chr4	-1
evm.TU.scaffold_1092.41	9440994	9443120	chr4	-1
evm.TU.scaffold_1092.42	9384424	9391196	chr4	1
evm.TU.scaffold_109.2	4350988	4360236	chr4	1
evm.TU.scaffold_109.24	3729458	3733651	chr4	1
evm.TU.scaffold_1092.44	9355269	9359776	chr4	1
evm.TU.scaffold_1092.45	9342802	9351638	chr4	1
evm.TU.scaffold_1092.46	9323725	9329942	chr4	-1
evm.TU.scaffold_1092.47	9317247	9322310	chr4	1
evm.TU.scaffold_1092.48	9294021	9300162	chr4	1
evm.TU.scaffold_1092.49	9272086	9287792	chr4	-1
evm.TU.scaffold_1092.50	9269691	9271184	chr4	-1
evm.TU.scaffold_1092.5	10396195	10399568	chr4	-1
evm.TU.scaffold_1092.51	9244294	9245116	chr4	-1
evm.TU.scaffold_1092.6	10384085	10385257	chr4	1
evm.TU.scaffold_109.26	3713454	3713765	chr4	-1
evm.TU.scaffold_1092.7	10374108	10376483	chr4	1
evm.TU.scaffold_109.27	3656726	3657517	chr4	-1
evm.TU.scaffold_1092.8	10288256	10307581	chr4	1
evm.TU.scaffold_109.28	3613001	3615939	chr4	-1
evm.TU.scaffold_1092.9	10232488	10234818	chr4	1
evm.TU.scaffold_109.29	3588853	3589356	chr4	-1
evm.TU.scaffold_109.30	3577311	3580249	chr4	1
evm.TU.scaffold_1093.1	17543423	17545088	chr8	1
evm.TU.scaffold_109.31	3540435	3553520	chr4	-1
evm.TU.scaffold_1093.2	17540472	17541096	chr8	1
evm.TU.scaffold_1093.3	17434629	17473994	chr8	-1
evm.TU.scaffold_1093.4	17389886	17390071	chr8	-1
evm.TU.scaffold_109.3	4339621	4340189	chr4	-1
evm.TU.scaffold_109.34	3486692	3493121	chr4	-1
evm.TU.scaffold_1094.10	106632197	106636243	chr5	-1
evm.TU.scaffold_1094.11	106611636	106631814	chr5	1
evm.TU.scaffold_1094.12	106594661	106611160	chr5	1
evm.TU.scaffold_1094.13	106585051	106591827	chr5	1
